Version,Rating,Date,Aspects,Body
19.12.0,2,11/29/19,"update,quality,customers service,invoicing","I am not an accountant by any means, but I was hoping Quickbooks Online would be easier to use for us average joes. Nothing about their program is intuitive- you are instead given loads of video tutorials and when that’s not enough you can call their Sales Department to get transferred to Customer Service (don’t try direct, it’s no use) who 9/10 times have thick foreign accents (which makes it even harder to understand the foreign accounting software) and if you’re lucky you get scripted answers with a side of sass. In my opinion, if your programming isn’t overwhelmingly user friendly you should at least have an overwhelmingly good customer service experience to give us all hope that we can, one day, figure it out. I am stuck with this program because my husband finds it easy enough to create and send an invoice, but unfortunately this leaves me to figure out the rest once a month. So all in all, thanks to Quickbooks Online our customers do know how much they owe us but as for the accounting, nobody knows what’s going on there."
19.12.0,2,11/29/19,"quality,reports,invoicing,transaction","Edit: still can’t see monthly reports. I don’t need the annual PL as much as the monthly. 

Can't do a lot of things. It's very very basic , pretty much a basic overview of your account.

You can’t do anything even as detailed as seeing the transactions in a PL report. It’s only broad overview stuff and entering new transactions. Can’t even switch cash vs accrual. 

Severely limited and cannot work in a pinch when you can’t use an actual computer."
19.11.3,2,11/28/19,"updates,quality,durability",After 3 new updates in the last month app keeps crashing and losing everything I am doing.
19.11.3,1,11/27/19,"general,quality",Timesheets are a must have feature for the mobile app.
19.11.3,1,11/25/19,"updates,quality,durability",App has been great up until 3 weeks ago now it no longer works! Crashes every time I try to open the app.
19.11.3,2,11/25/19,"quality,price,compatibility,invoicing,payment","Not a completely trash service, but it hasn’t gotten any better despite company promises. Price has doubled since I initially joined. iPad app bugged, today I tried to enter an invoice payment, no joy. 
Tried to leave service last year and the year before. Exporting info was a nightmare, and impossible on Mac, effectively leaving me held hostage.
Cancelling service at end of year as I’d rather try a different online accounting or simply go with a desktop version."
19.11.3,1,11/23/19,"data,expenses,quality",Content and information through the app is basically useless. There are no features available for in depth data reporting. Absolutely atrocious if not using a laptop.
19.10.1,2,11/23/19,"customers service,data,experience,updates","When I first started using in April it appeared to be useful but as I learnt more about its functions or should I say functions I need that it can't do.

Also spoke with support several times about different issues only to find them poor and I knowledgeable. 

Seems there are also features on the desktop are missing from the iPad or maybe it's just not updating.

While using the desktop it don't appear to update dynamically and I often have to logout and in again just to perform a function mostly associated with banking and download.

Not liking it too much and will switch to alternative drop of a hat.

Was recommended by accountant as we are sub user with the introduction of mtd"
19.11.2,3,11/21/19,"experience,data,invoicing,reports","I love the app and it has been great for us for years. However, the new update does not allow a custom date range for reports and when you edit an invoice it gives you a small screen that not everything fits on. Please bring back the custom date range and make is so we can see everything on edits."
19.11.3,4,11/21/19,"price,payroll",I would like to have an ultimatum plan where all the services and fees were included with one rate. Right now each thing costs an additional charge per usage such as deposit fees and running each payroll. Can’t you come up with a flat fee?
19.11.3,5,11/21/19,"general,experience","We love the simplicity, helps stink your everyday workload!! 

Thumbs up!!"
19.11.2,5,11/20/19,"update,quality,banking","Accept Button in Banking is not working after update.

It is now working :)"
19.11.2,3,11/20/19,"dashboard,reports,invoicing,experience,compatibility","1. Can't click through to reports from dashboard eg unpaid invoices
2. In iphone and ipad version can't change or even see the P&L date period. Important if you want to understand your dividend/tax position.

Otherwise it's pretty good. The TV marketing is targeted at tradesmen which is fine but it also works quite well with more complex business models. However, if your company is manufacturing and you need management accountancy information as a business management tool (as opposed to simple reporting to the tax authorities) this doesn't cut it. My accountant is suggesting using excel as a work around. Better from within the package."
19.11.2,1,11/20/19,"invoicing,data,experience","I don’t typically leave negative reviews
But if I have to 
-Watch an invoice that I am editing disappear one more time I’ll loose my mind.
Clunky and prehistoric programme pen and paper would be quicker"
19.11.2,1,11/20/19,"updates,durability",Your new update is garbage. App shuts down immediately when it’s opened.
19.11.2,5,11/20/19,"general,experiene",Great and easy to use
19.11.2,1,11/20/19,"updates,compatibility,durability",Latest update crashes constantly on iPhone 11 Pro. Fix it.
19.11.2,1,11/20/19,"price,customers service",Their help desk refuses to speak to the actual person who handles my business books and wanted to do nothing more then waste my time when I have business to run! Square is looking even better! 11/20/19 updated response to Quickbooks. The person was on the account and had full access. Again wasting time and money and horrible customer service.
19.11.2,1,11/19/19,customers service,"I ordered Quickbooks online via the App Store. Just as I was about to download, I realized it was the wrong thing I wanted. I called to cancel and I am currently on hold. The person took the call, I can hear all the conversations going on right now, I have been saying ‘hello, hello, hello’ and until now, no one has even answered the call. It’s 2 female voices and a male voice. One person has a cold or possible allergies as they are coughing. I have been on hold now for over 15 minutes. It appears that the person took the call, then forgot as I am neither on hold nor on mute.

I am still holding and no one has come to the phone, or has even realized that the phone is live. The female is talking about being real. 

Now the voices are getting closer to the phone. Had it not been that I want to make sure my account is not billed, I would have hung up. It took so long with the automated service to get this far, and now, no one is even answering the call. 

What I don’t understand is, do they not realize they are not getting any calls? And I am texting while on hold, do they not hear the tapping?

I am giving up right now. I hope this review is seen.

I was about to hang up when I heard the female voice say something about the phone. So I started pressing numbers, then I heard a male voice saying we’re closing at 9 o’clock. There was great laughter and talking, while I’m waiting on the phone. 

I am surmising that they meant to take the phone off the hook so as not to have calls, not realizing that someone was on the phone. 

Now there are more people in the room. Disgusting!

I am finally hanging up...over 30 minutes on the ‘phone, and no one came on. Today’s date 11/18/19. 9:19pm est."
19.11.2,1,11/19/19,price,"I have just started using this app in mid October and it is now Nov 18, 2019. When I first signed on, I was offered to use the app for three months at $12.49 per month as a special promotion. Of course I clicked “ok” since I felt to really see if this app would work for me I would need three months to test it.

My first impression of this app was good because it did help me to organized all of my income and expenses in a neat clean application. In fact, I was able to balance my money and found missing money . However, there where many time where I had to reset my phone because the app would freeze. This glitch prevented me from connecting my bank account and credit account to the app itself. I figured I’ll give it another month to see if this problem gets fixed, I’ll trust it with my account numbers. 

Today it only allows me a (read only) version of this app unless I pay the full 24.99 a month, but I’m only on my 2nd month of the promotion that I signed up for. I still would like to only pay $12.49 like I originally signed up for before I fully commit my entire business to use this app. I haven’t even connected my credit or bank accounts yet because it still freezes from time to time. I would not have entered all of my private information as well as my regular customer private information if I knew that intuit was going to go back on their offer on their promotion. This kind of deal does not inspire trust in using this app. I have a pic on my phone saying that this was the subscription I originally signed up for"
19.11.2,1,11/19/19,"price,durability,data,invoicing","The app keeps crashing, if you’re in the middle of typing a long estimate or creating an invoice, it crashes and your file is gone, you have to keep saving your project, otherwise when it crashes, your project is gone. Very disappointed, going to a different app or software at the beginning of the year, three years with this crap, paying high monthly rates, and for nothing."
19.11.2,3,11/19/19,"cash flow,general",Pretty important part of running a business is transferring money between accounts. Any plans for this??
19.11.2,2,11/19/19,"mileage,experience,banking",I’ve used this App for 2019 mileage and expense tracking. But every week I have to reconnect my bank account. LIKE EVERY SINGLE WEEK! Why?? I don’t have time to do that. Fix this! Or I’ll be forced to find a better working service!
19.11.2,1,11/19/19,customers service,I Have have been problems with My quickBooks for quite some time. Every tine I call customer service or chat with them it is like asking a brick wall for help. None of them know what’s going on or how to work the program. It’s like they are learning it with you. They go through a prompted list and when the instructions don’t match the program they are lost just like me. I have spent hours on the phone with them and never gotten n answer to my problems. I will be switching to another program ASAP
19.11.2,4,11/19/19,"general,experience,quality",Overall this is a fantastic app that allows me to keep up on my books. There is one thing that is extremely annoying though.. the camera and auto crop feature is terrible! Please don't assume my images need to be cropped because the tool cuts off the image most of the time. Maybe make this optional?
19.11.2,1,11/19/19,"subscription,price,data,compatibility,experience","After just starting my new business I spent a month with the software and enjoyed all the features it had to offer. However, when it came time to renew my subscription which I was prepared to do there was an issue with their billing system that didn’t allow me to subscribe. After spending over 8 hours on 4 different phone calls and chat support over 2 days the only solution they’ve offered is to export my data, create a new account, and re-enter all of my data by hand. Yep, that’s right, they have an import function but their export function doesn’t output in the proper format to import it back into their very own software! All they offered was 40% off a 6 month subscription for my trouble (a $60 value) to cover the day I spent troubleshooting with them and the day or 2 it will take to re-enter all of my customer, invoice, and expense data by hand.

Their customer support people were friendly but were just following basic troubleshooting and even the supervisor I spoke with at the end was unable to make any headway putting a credit card on my account. I’ll be checking out other solutions like Clientbooks since I don’t want to risk having my data being treated this way.

—In response to developer response below—
We tried that and in order to get the data out and “easily” back into Quickbooks Desktop I had to have a Windows 7 machine running a particular version of IE - seriously? We even went further and tried to have your data management team do the conversion for me and even that was impossible since in order to do so I would have to add them as a user to my company data and I can’t do that since I can’t subscribe to add any more data (and apparently neither can you). Honestly, it’s ridiculous that Intuit doesn’t allow the billing to be updated somehow by your backend team and are trying to make me jump through 100 hoops just to get back to where I was."
19.11.2,1,11/17/19,"subscription,price,data,compatibility,experience","After just starting my new business I spent a month with the software and enjoyed all the features it had to offer. However, when it came time to renew my subscription which I was prepared to do there was an issue with their billing system that didn’t allow me to subscribe. After spending over 8 hours on 4 different phone calls and chat support over 2 days the only solution they’ve offered is to export my data, create a new account, and re-enter all of my data by hand. Yep, that’s right, they have an import function but their export function doesn’t output in the proper format to import it back into their very own software! All they offered was 40% off a 6 month subscription for my trouble (a $60 value) to cover the day I spent troubleshooting with them and the day or 2 it will take to re-enter all of my customer, invoice, and expense data by hand.

Their customer support people were friendly but were just following basic troubleshooting and even the supervisor I spoke with at the end was unable to make any headway putting a credit card on my account. I’ll be checking out other solutions like Clientbooks since I don’t want to risk having my data being treated this way."
19.11.2,2,11/17/19,"quality,compatibility","The online version specially on iPad is very difficult to use.

If the could make the iPad version like the desktop version GUI it would help.

The app is a little unstable because of the cookies and the background history that doesńt refresh the actual data timely.

Overall, it is a decent product they just need to make some tweaks."
19.11.2,1,11/16/19,"invoicing,updates,comaptibility","Since the latest update, fonts are too large and you can’t read the amounts of your invoices anymore. Sent them many screenshot examples, still can’t use the app anymore. Also, sometimes you can’t even “Accept” an invoice on the app as well. Useless for me to use now. What a shame, because I used it daily. iPhone 11 Pro with latest iOS v13.2.2"
19.11.2,2,11/16/19,"updates,comaptibility","Not happy with the new update 
I have a vision problem and it makes it hard to see and read 
PLEASE CHANGE IT"
19.11.2,1,11/15/19,"updates,comaptibility",Your update broke the app.
19.11.2,1,11/15/19,"quality,experience","Can’t use this app without it crapping out on me. I need this to be reliable for my business and it’s not. Unfortunate really. 

Jeff"
19.11.2,1,11/13/19,"update,quality","Since the update I now can’t accept anything or change anything!!!
The only thing I can do it add the expenses!!!!

Sort it out please!!!!!"
19.11.2,1,11/13/19,"invoicing,customers service",Support is useless or you really can’t recover the emails you sending to the clients with your invoice
19.11.2,4,11/13/19,"banking,transaction,mileage","This is a great app with some unfortunate flaws. First, I love that they’ve added the mileage feature. I had to have the self employed app as well just for the mileage tracking. However, it is not always accurate and doesn’t always auto track. It will also put a random address and if you try to change the address, it doesn’t correct the appropriate amount of miles. You have to delete and manually add it. Also, you have to put in the right amount of miles when manually adding; it doesn’t calculate from the starting and ending point. So, if you don’t know the mileage off the top of your head, you have to go to another map and find out the distance. 
Second, I don’t recommend using the bank transfer feature. They hold the check for at least 4-5 days before releasing to your back so you’re looking at 7 days before the money shows up in your account."
19.11.2,2,11/13/19,"help,experience",Don’t know how to get the max out of this app
19.11.2,5,11/12/19,"invocing,experience",High quality invoices can be created on the fly with my iPhone!
19.11.2,5,11/12/19,"general,experience",The very best!!
19.11.2,4,11/12/19,"invoicing,expenses,data",I love the app and all the updates but we really need to information from journal entries to show up in the expenses on the app. It shows up on a computer but the app gives us false information.
19.10.1,1,11/12/19,"payroll,data,compatibility,experience","Ok so it works but! You can’t edit the look of the invoice and even though it was setup on the computer to look a certain way, on the iPad it’s completely different and looks worse than a cheap $1.99 program you can get from the App Store. 

It would be good if the app mirrored the damn computer then I might even be usable. 
Other thing is, times sheets, not available on the iPad. So what’s the point?
I have payroll and I can’t even keep track of my workers times.
Useless !"
19.11.2,5,11/12/19,"general,experience",Long time user and love the online version.
19.11.2,5,11/12/19,"general,experience",I can’t even imagine how people ran their businesses in the past! This is the only way to go! Love working from the beach or my porcelain throne!
19.11.2,1,11/12/19,"customers service,quality,price","This application made only to collect money from us and every time they increase their monthly payment 
Always have errors and problems and now big issues that i can not open the application on my phone and no one reply to our email or calls 
They are totally worst customer service ever"
19.11.2,2,11/10/19,"global,experience",Hello I am using iPhone XS .. I downloaded ur app .. I am not able to select India as the country.. what seems to be the problem ?
19.11.2,1,11/9/19,"updates,quality,price","So you have just put out an update saying how exciting that you have changed the layout and fonts... BIG whoop!! 

How about getting the program right first. As in the features that the web version do. Bundled items can’t be seen or edited in the app you have to log into the web interface. Etc etc. posting a premium rate per month yet you can’t add basic features. Priority people!! Oh wow a new font .... PFFFFT! :("
19.11.2,1,11/9/19,"quality,compatibility,experience",App force closes. Give me a refund on my account if I can’t access it mobile..... 0 stars
19.11.2,1,11/8/19,"updates,quality,navigation,customers,invoicing","First thing I noticed was there is no search bar for customers, so I have to scroll through thousands of customers to find the one I’m looking for. Secondly, I had hoped that we’d be able to view estimates and invoices in landscape mode to see them better, nope. Then, when I tried to navigate back to the main customer list, there’s no back button! This version was nowhere near ready to be released."
19.11.2,2,11/8/19,"updates,quality,banking,transaction","Since the update, navigation of the app is clunky at best. 
You can no longer match transactions, or do anything with your banking accounts except to see the balances. No transactions will work. This update has way to many flaws. Be cautious to download."
19.11.2,1,11/8/19,"updates,navigation",I can’t search for clients when I’m in the app. Now I have to search and click in the left letters to get close to their name. I’m not able to search by phone number either. I’m very disappointed they made this change
19.11.0,1,11/7/19,"updates,experience,navigation","Ever since the last update, I can no longer categorize and add income and expense from the app. It seems the buttons to “add” do not work."
19.11.0,4,11/7/19,"general,experience",Awesome app. I wish I could send emails through outlook/hotmail instead of gmail. If there is a fix please advise.
19.11.0,1,11/7/19,"price,subscription,customers service","When I first downloaded the app I was offered an introductory offer if I signed up for a subscription within 24 hours. £5.99 instead of the usual £12.99. Seemed like a good deal so I signed up on my work iPad with my work Apple ID

10 months in to the subscription I log into the app on my phone and a screen pops up to say I no longer have a subscription. So I quickly sign up to a subscription l, the only option being a full price £12.99. 

A couple days later I realise I’ve accidentally signed up with my personal Apple ID. So I cancel that subscription and log on to the app on my work IPad to sign up again with my work Apple ID.

Only to find out that I’ve been charged twice for the same month, on two different Apple IDs. 

Now I’m stuck because I’ve got a £5.99 subscription that’s not registering me as being subscribed on QuickBooks. Ideally I don’t want to cancel it, because I’ll have to revert to a £12.99 subscription. 

I’ve been unable to send any invoices for the past three weeks or log any of my receipts. 

I’ve tried to contact Intuit. I’ve emailed them, they don’t respond. Tried the live chat, doesn’t work. Spoken to them on the phone. Says there’s nothing they can do, I have to chase Apple for a refund. I told them I could email screenshot proof of all the issues I’m having. They gave me an email address. I send an email and they don’t bother responding to me. 

I go to report the issue to Apple and there webpage tells me to contact Intuit!!

Terrible customer service. No interest in sorting the issue out.

Update: Got another email from Apple to say that I’d gone into another month of my subscription. I’ve now cancelled it. So I’ve now paid three months and not had access to the app. 

I phoned Intuit one final time to resolve the issue. The best they could offer me was to transfer my subscription to Intuit. A full price subscription with a 30 day trial. Exactly the same as any new customer. They couldn’t do anything to compensate for the time I’ve been paying and unable to use their service. So they’ve lost my me as a customer.

Tried to get a refund from Apple and they said no."
19.11.0,1,11/7/19,"updates,navigation","The new update is horrible!! I used to be able to search customers by address and the search bar is gone. Also, whatever screen I choose to be in, I have to fully close the app out to go back! What happened?!?!"
19.11.0,1,11/7/19,"updates,banking,quality,transaction",Since latest update I can no longer do anything in the Banking section. I can’t accept or change any transactions.
19.11.2,3,11/7/19,"accounting,reports","Running a business as a CEO is about reporting data to make decisions with, and be in the know all the time. This only has two reports you can pull and neither have the data I need to run my business on the go. Please allow custom reports to be pulled or add more reporting options because this is weak. I never do accounting on this app, I would use it all the time to have data at hand. The browser experience is phenomenal."
19.11.2,4,11/7/19,"updates,transaction",Latest update fixed accepting transactions.
19.11.2,3,11/7/19,price,Rates keep going up.
19.11.2,1,11/7/19,"experience,transaction",Banking > New Transactions > View transaction let's you see what QuickBooks added but doesn't let you edit anything.
19.11.0,1,11/6/19,"updates,quality,subscription","Yet again another update and even more glitches, you charge a fortune and cannot provide a decent service - I’m considering switching to a competitor as you have breached the contract that you have with me. This needs fixing URGENTLY and you need to refund subscription fees! My advice to businesses and the self-employed is do not use QuickBooks!"
19.11.0,5,11/6/19,"general,experience",Thank you
19.11.0,1,11/6/19,"updates,navigation,quality",Latest update broke ability to match transactions. It’s like that screen is locked accept button/search or selecting another expense doesn’t work.
